iteration,avg_reward,max_reward,lap_completions,lr,noise
406,5032.373760351087,5361.94899772835,48,0.012990000000000002,0.010825000000000001
407,5174.725467038896,5372.516577367245,57,0.012948,0.010790000000000001
408,5077.667620590241,5353.560845866707,51,0.012906,0.010755
409,4969.55722184086,5368.632250471994,44,0.012864000000000002,0.010720000000000002
410,5143.191672193287,5353.279012327536,56,0.012822000000000004,0.010685000000000004
411,5051.284146560748,5364.425322249561,54,0.012780000000000001,0.010650000000000001
412,5155.207855291545,5358.265795693197,56,0.012738000000000003,0.010615000000000003
413,5116.362758190637,5370.617191703224,53,0.012696,0.01058
414,5148.857402492982,5372.372501832214,55,0.012654000000000002,0.010545000000000002
415,5142.01525509649,5361.073048122537,54,0.012612000000000003,0.010510000000000004
416,5035.668853599331,5366.527422920632,48,0.012570000000000001,0.010475000000000002
417,5191.156531658336,5364.195956472577,58,0.012528000000000003,0.010440000000000003
418,5061.891017367724,5347.92392977344,51,0.012486,0.010405000000000001
419,5008.37196082509,5355.691877356117,46,0.012444000000000002,0.010370000000000002
420,5122.756793897304,5351.126596503695,55,0.012402000000000003,0.010335000000000004
421,5204.319600572675,5353.569347567725,59,0.012360000000000001,0.010300000000000002
422,5013.218494161923,5364.575616045284,47,0.012318000000000003,0.010265000000000003
423,5075.152355757002,5355.7865560213395,51,0.012276,0.010230000000000001
424,5128.910560833048,5356.575897228797,54,0.012234000000000002,0.010195000000000003
425,5122.376613007117,5350.721627369762,54,0.012192000000000003,0.010160000000000002
426,5061.835394383776,5356.885787361218,50,0.012150000000000001,0.010125000000000002
427,5152.31286662698,5374.2614185387065,56,0.012108000000000002,0.010090000000000002
428,5224.350666879105,5366.160508104787,59,0.012066,0.010055000000000001
429,5174.272090000086,5372.8101775856685,57,0.012024000000000002,0.010020000000000001
430,5044.599933850008,5361.120672223409,49,0.011982000000000003,0.009985000000000003
431,5225.494414314446,5361.05178819242,60,0.011940000000000001,0.00995
432,5120.583745241731,5362.950517956785,53,0.011898000000000002,0.009915000000000002
433,5098.216930371109,5369.012265847746,52,0.011856,0.00988
434,4935.645369186804,5360.472423361121,42,0.011814000000000002,0.009845000000000001
435,5142.084898333809,5378.60434440793,55,0.011772000000000001,0.009810000000000003
436,5010.260237351689,5364.5573407104475,47,0.01173,0.009775
437,5049.361645435163,5365.551432842241,49,0.011688,0.009740000000000002
438,5146.259010060235,5369.918932776073,55,0.011646,0.009705
439,5139.945874981124,5350.836080832834,56,0.011604,0.009670000000000002
440,5170.031894552573,5351.312829833467,57,0.011562000000000001,0.009635000000000003
441,5165.703952135681,5374.5369588410285,56,0.011519999999999999,0.009600000000000001
442,5123.741808877104,5364.838091872504,53,0.011478,0.009565000000000002
443,5137.450528674599,5357.7835464168,54,0.011435999999999998,0.00953
444,5163.5853997161175,5377.220898797754,56,0.011394,0.009495000000000002
445,5046.618984950231,5367.90076574233,48,0.011352000000000001,0.009460000000000003
446,5140.873753708841,5374.33009621545,55,0.011309999999999999,0.009425000000000001
447,5129.954158266233,5365.319641182963,54,0.011268,0.009390000000000003
448,5179.617765725776,5375.614391745125,58,0.011225999999999998,0.009355
449,5002.697481630781,5348.866176759712,46,0.011184,0.00932
450,5127.725722874131,5361.14581226516,55,0.011142,0.009285000000000002
451,5178.872016140603,5368.652561963438,58,0.011099999999999999,0.00925
452,5055.893162811919,5351.731575972848,50,0.011058,0.009215000000000001
453,5171.8854389668795,5356.739482301538,56,0.011015999999999998,0.009179999999999999
454,5145.741769173143,5376.32919056001,54,0.010974,0.009145
455,5099.563653710273,5361.869045368535,52,0.010932,0.009110000000000002
456,5191.020230314332,5368.680380990444,58,0.010889999999999999,0.009075
457,5163.70019152397,5353.945004388675,56,0.010848,0.009040000000000001
458,5196.957814692629,5368.065876289702,58,0.010805999999999998,0.009004999999999999
459,5182.240844571559,5369.020868810483,57,0.010764,0.00897
460,5084.83075787596,5366.953936275208,51,0.010722,0.008935000000000002
461,5151.552459435225,5359.063934155114,55,0.010679999999999999,0.0089
462,5136.169753999082,5353.642130302225,54,0.010638,0.008865000000000001
463,5069.613006557845,5375.462094500839,49,0.010595999999999998,0.00883
464,5146.572677739632,5363.1682329118385,54,0.010554,0.008795
465,5087.785558882837,5368.075474909047,51,0.010512,0.008760000000000002
466,5068.680197272875,5359.880541598172,49,0.010469999999999998,0.008725
467,5004.0022225374,5380.040674841775,45,0.010428,0.008690000000000002
468,5134.695220234411,5367.181085884141,54,0.010385999999999998,0.008655
469,5204.4678664732555,5364.2940627434655,58,0.010343999999999999,0.008620000000000001
470,5114.261669400445,5351.092996863311,54,0.010302,0.008585
471,5153.077859924935,5356.247363974413,56,0.010260000000000002,0.008550000000000002
472,5137.3681957954595,5369.474273025329,55,0.010218000000000003,0.008515000000000003
473,5127.09179808792,5377.4771080031,54,0.010176000000000001,0.008480000000000001
474,5040.02936086167,5371.0993784928905,49,0.010134000000000002,0.008445000000000003
475,5074.022280207967,5360.899870107564,52,0.010092,0.00841
476,5102.514670207143,5360.8304653451705,53,0.010050000000000002,0.008375000000000002
477,5134.767052152794,5367.380714935755,54,0.010008000000000003,0.008340000000000004
478,4937.788980785108,5371.981364880438,47,0.009966000000000001,0.008305000000000002
479,5040.7801725922645,5365.845119045935,49,0.009924000000000002,0.008270000000000003
480,5110.385613993479,5374.635577790312,53,0.009882,0.008235000000000001
481,5161.717082986754,5365.250169437503,56,0.009840000000000002,0.008200000000000002
482,5075.950917063003,5373.643416810063,50,0.009798000000000003,0.008165000000000004
483,4907.207572635027,5368.7610911034435,41,0.009756,0.008130000000000002
484,5143.8565165117525,5379.6536320753985,55,0.009714000000000002,0.008095000000000003
485,5097.317162485353,5361.224830494914,52,0.009672,0.008060000000000001
486,5060.566677409668,5371.42630570473,49,0.009630000000000001,0.008025000000000003
487,5158.449199579227,5342.6102529395275,56,0.009588000000000003,0.007990000000000002
488,5110.653905449491,5368.84440614968,53,0.009546,0.007955000000000002
489,5129.722922131711,5389.539106031634,53,0.009504000000000002,0.007920000000000002
490,5063.814030029973,5369.3049262075265,50,0.009462,0.007885000000000001
491,5079.871267976263,5369.0771534928435,50,0.009420000000000001,0.007850000000000001
492,5101.894591105855,5370.398615209961,52,0.009378000000000003,0.007815000000000003
493,5187.180253394226,5368.018165960117,57,0.009336,0.007780000000000001
494,5124.939826641496,5379.815668483265,53,0.009294000000000002,0.007745000000000002
495,5011.933310839233,5366.6241472363545,46,0.009252,0.007710000000000001
496,5011.586013746517,5383.555815492981,46,0.009210000000000001,0.007675000000000001
497,5092.77750550489,5367.751830383716,51,0.009168000000000003,0.007640000000000003
498,5056.645715572324,5364.407780204638,49,0.009126,0.007605000000000001
499,5091.105936407263,5366.936219728855,52,0.009084000000000002,0.007570000000000002
500,5131.145659830778,5364.6939826348225,54,0.009042,0.007535
