iteration,avg_reward,max_reward,lap_completions,lr,noise
86,1891.7893642303006,2111.364780486487,0,0.02643,0.022025000000000003
87,1832.7645931097336,2114.0128272774664,0,0.026388,0.021990000000000003
88,1727.2068563994019,2120.3029659387853,0,0.026345999999999998,0.021955000000000002
89,1820.2666036584842,2124.2495192137453,0,0.026304,0.021920000000000002
90,1902.6758113760263,2123.660157118221,0,0.026261999999999997,0.021885
91,1818.7142711342863,2104.2033978429167,0,0.02622,0.02185
92,1852.5504771703481,2124.5071861850997,0,0.026178,0.021815
93,1926.1156424699925,2120.106731380332,0,0.026136,0.02178
94,1821.0090067946146,2163.758979936147,0,0.026094,0.021745
95,1833.3003927626983,2133.217128060199,0,0.026052000000000002,0.021710000000000004
96,1791.3263460729222,2158.502764981476,0,0.02601,0.021675
97,1767.1483124393694,2149.3301909140637,0,0.025968,0.021640000000000003
98,1835.2128858224498,2186.447323020916,0,0.025925999999999998,0.021605
99,1808.3553158263194,2172.734847566061,0,0.025884,0.021570000000000002
100,1798.0219122485723,2140.896227914927,0,0.025841999999999997,0.021535
101,1793.9388113867444,2115.1187399158853,0,0.0258,0.021500000000000002
102,1750.9086389400018,2142.243721676961,0,0.025758,0.021465
103,1836.3661645216825,2142.7883641138815,0,0.025716,0.02143
104,1884.1164309745084,2120.343931415531,0,0.025674,0.021395
105,1850.2186506128196,2147.32381076727,0,0.025632000000000002,0.021360000000000004
106,1851.7251836574976,2130.795975770231,0,0.025589999999999998,0.021325
107,1841.5668619963235,2133.846224960157,0,0.025548,0.021290000000000003
108,1889.395603816406,2154.7046408618285,0,0.025506,0.021255000000000003
109,1883.3450267029236,2186.157204800185,0,0.025464,0.021220000000000003
110,1847.6141696325803,2162.0968438299674,0,0.025422,0.021185000000000002
111,1958.2221907737407,2191.1617596821675,0,0.02538,0.021150000000000002
112,1824.3708873819432,2151.497870140649,0,0.025338,0.021115000000000002
113,1954.381099640841,2149.097638414113,0,0.025296,0.02108
114,1868.4889469096274,2155.339574654957,0,0.025254,0.021045
115,1957.6588892292539,2154.1538182874374,0,0.025212000000000002,0.02101
116,1926.5252034088771,2189.788353051323,0,0.025169999999999998,0.020975
117,1949.0683994398566,2183.2043307552444,0,0.025128,0.02094
118,1898.7247022721526,2183.174501568043,0,0.025086,0.020905000000000003
119,2024.5536853202686,2190.5423752870493,0,0.025044,0.02087
120,1900.9700091221757,2179.606803145093,0,0.025002,0.020835000000000003
121,1828.979846011106,2197.7228733931097,0,0.02496,0.020800000000000003
122,1936.7213897802922,2192.8039766119614,0,0.024918,0.020765000000000002
123,2030.2412235419993,2175.8466112350256,0,0.024876,0.020730000000000002
124,1920.4271210865975,2214.727505693838,0,0.024834,0.020695
125,1867.3816130532718,2170.6539856176687,0,0.024791999999999998,0.02066
126,1930.2430332224965,2172.7922512993086,0,0.024749999999999998,0.020625
127,1936.9727209469088,2176.7376761880114,0,0.024707999999999997,0.02059
128,1851.0559283437133,2154.5356094455456,0,0.024666,0.020555000000000004
129,1950.38010871105,2171.290545461997,0,0.024623999999999997,0.02052
130,1926.5406620540919,2153.6650192980514,0,0.024582,0.020485000000000003
131,1975.2641406671632,2159.239654894646,0,0.02454,0.020450000000000003
132,2021.5505344438634,2172.3379543978153,0,0.024498,0.020415000000000003
133,1960.4247933652496,2179.1896245160033,0,0.024456,0.020380000000000002
134,1976.0712197516991,2195.6149319439764,0,0.024413999999999998,0.020345000000000002
135,1911.8474364909423,2201.627296233901,0,0.024371999999999998,0.02031
136,1997.642333531746,2206.679762536786,0,0.024329999999999997,0.020275
137,1997.1814100997765,2247.249960737395,0,0.024287999999999997,0.02024
138,2029.0730189490746,2230.2235137327925,0,0.024246,0.020205
139,1966.9929847631515,2207.4906101365136,0,0.024203999999999996,0.02017
140,2035.3742240144513,2204.6218954039596,0,0.024162,0.020135
141,1960.5089650289997,2206.5566032931597,0,0.02412,0.020100000000000003
142,1974.0244175966516,2228.1443083673043,0,0.024078,0.020065
143,1930.1879351290559,2238.589360914228,0,0.024036,0.020030000000000003
144,1887.7121419364112,2198.082099610773,0,0.023994,0.019995000000000002
145,2011.3926522403403,2241.500704610373,0,0.023951999999999998,0.019960000000000002
146,1913.6543294849166,2243.189711140698,0,0.02391,0.019925000000000002
147,1988.7598975562498,2230.238770210114,0,0.023868,0.019890000000000005
148,1987.7633821209272,2206.6285978613387,0,0.023826,0.019855
149,1944.9870019568043,2219.743524384774,0,0.023784,0.019820000000000004
150,1950.9828403522906,2247.578106676809,0,0.023742,0.019785
151,1908.1148884233644,2217.42655112143,0,0.0237,0.019750000000000004
152,2042.039529442869,2227.4004975848225,0,0.023658,0.019715
153,2057.3847775177055,2221.3983622289043,0,0.023615999999999998,0.019680000000000003
154,2013.4236088086736,2222.461330858878,0,0.023574,0.019645000000000003
155,2071.1302805092755,2213.1480648055563,0,0.023531999999999997,0.019610000000000002
156,2072.2522394381276,2227.260120109366,0,0.02349,0.019575000000000002
157,2018.5151963103046,2217.006637587413,0,0.023448,0.019540000000000002
158,2039.6819343316292,2218.6811336313,0,0.023406,0.019505
159,2053.776856361887,2228.290799016861,0,0.023364,0.01947
160,2053.764077094151,2226.1521346408485,0,0.023322,0.019435
161,2113.4942588701233,2246.69096457767,0,0.02328,0.0194
162,2118.6228632782077,2244.3931158225278,0,0.023237999999999998,0.019365
163,2048.805031809269,2249.252335259523,0,0.023195999999999998,0.01933
164,2038.907733574044,2240.830695053294,0,0.023154,0.019295000000000003
165,2046.2408581549823,2250.4731823327716,0,0.023111999999999997,0.01926
166,2084.852079942694,2255.5094815770217,0,0.02307,0.019225000000000003
167,2063.9374244548767,2251.187705440163,0,0.023028,0.019190000000000002
168,2098.7108585127744,2267.038149195936,0,0.022986,0.019155000000000002
169,1993.5935458962017,2274.4014464493334,0,0.022944,0.01912
170,2007.4250942855203,2263.3245838619637,0,0.022902,0.019085
171,2069.1993425683195,2237.421275751344,0,0.02286,0.01905
172,2018.0599832188,2260.2576725826357,0,0.022817999999999998,0.019015
173,2061.2479974813878,2253.9693201245364,0,0.022776,0.018980000000000004
174,2013.2081650988146,2264.2357419222785,0,0.022734,0.018945000000000004
175,1968.6461984934062,2278.655179216985,0,0.022692,0.018910000000000003
176,2026.9191168356265,2282.794170277827,0,0.02265,0.018875000000000003
177,1894.5475438661545,2307.3514937533673,0,0.022608,0.018840000000000003
178,2064.5714727292807,2296.2151864398234,0,0.022566,0.018805000000000002
179,2051.036031112885,2285.260959634823,0,0.022524,0.018770000000000002
180,1961.8822129736295,2270.569788326808,0,0.022482000000000002,0.018735
181,2018.837541083186,2285.1313837116995,0,0.022439999999999998,0.0187
182,2070.572211484576,2295.3333110845588,0,0.022398,0.018665
183,1963.911516607564,2292.2483098701173,0,0.022356,0.018630000000000004
184,2050.4190393925037,2282.3974210914225,0,0.022314,0.018595
185,1965.3326033725389,2286.8661383387916,0,0.022271999999999997,0.01856
186,1981.691139277711,2291.2081983981307,0,0.02223,0.018525
187,2059.5340644273483,2316.9620452166696,0,0.022188,0.018490000000000003
188,1995.2857983852505,2311.823090001647,0,0.022146,0.018455
189,2071.691052985502,2299.468771144218,0,0.022104,0.018420000000000002
190,2103.560981569509,2332.08089888249,0,0.022062000000000002,0.018385000000000002
191,2000.7968737986644,2335.787306120901,0,0.022019999999999998,0.01835
192,2073.3766173164886,2304.331213783855,0,0.021978,0.018315
193,2084.854901280846,2307.744128709205,0,0.021936,0.01828
194,2009.6592861380745,2310.969511622798,0,0.021894,0.018245
195,2070.0697797032126,2317.662138573335,0,0.021851999999999996,0.01821
196,2023.14330295333,2298.4054034023266,0,0.021810000000000003,0.018175000000000004
197,2023.9343171612695,2295.989749294056,0,0.021768,0.01814
198,1987.3820478173016,2316.571049727389,0,0.021726,0.018105
199,1970.2767495828707,2292.9322458557626,0,0.021684,0.01807
200,2036.7784533699933,2303.827952938484,0,0.021642,0.018035000000000002
201,1955.2542864565632,2343.9509078880283,0,0.021599999999999998,0.018
202,2029.9909100826958,2322.144837004803,0,0.021558,0.017965000000000002
203,2071.7807143050113,2335.4105918528526,0,0.021516,0.01793
204,1907.7041539308757,2334.368977023202,0,0.021474,0.017895
205,2002.0325730306577,2373.5874837828205,0,0.021432,0.01786
206,2086.822816851933,2286.095041882652,0,0.021390000000000003,0.017825000000000004
207,2150.415366871349,2309.6785538825675,0,0.021348,0.01779
208,2107.5308406216072,2339.7897598491313,0,0.021306000000000002,0.017755000000000003
209,2079.9103705238404,2320.119993993919,0,0.021264,0.017720000000000003
210,2043.7032407174074,2312.284588549658,0,0.021222,0.017685000000000003
211,2089.9659644303056,2318.2192540204396,0,0.021179999999999997,0.01765
212,2170.4594084825667,2331.599171014139,0,0.021138,0.017615000000000002
213,2036.7723931692992,2331.642821616626,0,0.021096,0.017580000000000002
214,2129.8272431474297,2324.189516773092,0,0.021054,0.017545
215,2181.5469906912044,2349.520576727784,0,0.021012,0.01751
216,2090.458876088953,2321.165373657627,0,0.020970000000000003,0.017475
217,2167.170362039882,2352.9031716470467,0,0.020928,0.01744
218,2195.955787474881,2392.949363017533,0,0.020886000000000002,0.017405
219,2168.8653404180723,2353.8614191392103,0,0.020844,0.017370000000000003
220,2141.085782018482,2342.9484279532157,0,0.020802,0.017335
221,2078.9825183261337,2360.918348867394,0,0.020759999999999997,0.0173
222,2161.406813034123,2361.6692921161703,0,0.020718,0.017265
223,2084.0323566566276,2381.3811561288426,0,0.020676,0.017230000000000002
224,2166.0940338496257,2363.748473951334,0,0.020634,0.017195
225,2008.3291460120936,2355.5993127671586,0,0.020592,0.01716
226,2166.4949636370347,2383.5891927447333,0,0.020550000000000002,0.017125
227,2106.8471832210735,2487.411962903007,0,0.020508,0.01709
228,2243.71427563574,2497.898242602794,0,0.020466,0.017055
229,2087.9799888389125,2559.724543633202,0,0.020424,0.017020000000000004
230,2173.35372832983,2531.955468814501,0,0.020382,0.016985
231,2005.5313975001495,2510.483256037569,0,0.020339999999999997,0.01695
232,2084.759032528292,2591.73222534836,0,0.020298,0.016915
233,2074.211300447395,2646.286928090931,0,0.020256,0.016880000000000003
234,2091.416777273358,2625.865914863346,0,0.020214,0.016845
235,2234.7686560865927,2652.2461617368717,0,0.020172,0.016810000000000002
236,2107.047583257073,2671.4373446720488,0,0.020130000000000002,0.016775
237,2156.6904033738274,2633.0278273409726,0,0.020087999999999998,0.01674
238,2195.5352206963435,2609.504937124552,0,0.020046,0.016705
239,2187.2958750014595,2694.44863617913,0,0.020004,0.01667
240,2255.886959333423,2634.1210909928986,0,0.019962,0.016635
241,2238.099579860453,2631.5633907517795,0,0.01992,0.0166
242,2143.404798404542,2626.430990309623,0,0.019878000000000003,0.016565000000000003
243,2219.6320368361235,2585.721857415863,0,0.019836,0.01653
244,2341.42230459469,2625.439465583454,0,0.019794000000000003,0.016495000000000003
245,2330.635011652633,2635.2545430565892,0,0.019752000000000002,0.016460000000000002
246,2305.898531129128,2776.607044096015,0,0.019710000000000002,0.016425000000000002
247,2211.0983386387816,2626.674764956198,0,0.019667999999999998,0.01639
248,2299.1401281772514,2798.287709148112,0,0.019626,0.016355
249,2443.6156053058576,2660.4495201565487,0,0.019584,0.01632
250,2415.761770368351,2706.6021492354644,0,0.019542,0.016285
251,2375.3631996066324,2738.2244148134732,0,0.0195,0.01625
252,2334.8317355753347,2708.270526997985,0,0.019458,0.016215000000000004
253,2332.8653161426914,2873.3096168185443,0,0.019416,0.01618
254,2272.622149054614,2743.433739989535,0,0.019374,0.016145000000000003
255,2373.9868396283105,2728.387487609879,0,0.019332000000000002,0.016110000000000003
256,2371.652642806776,2684.7326195746136,0,0.019289999999999998,0.016075000000000002
257,2496.4600058328692,2685.514116331735,0,0.019247999999999998,0.01604
258,2487.213812778022,2711.4701379654016,0,0.019205999999999997,0.016005000000000002
259,2410.3554944139887,2739.6902662885072,0,0.019164,0.01597
260,2385.9756931116,2747.6061651696746,0,0.019121999999999997,0.015935
261,2465.8666878298463,2829.4407538008413,0,0.01908,0.0159
262,2453.5290434976405,2820.333327542729,0,0.019038,0.015865
263,2502.5707985762037,2859.8439971828516,0,0.018996,0.01583
264,2431.324226634352,2944.6045305764537,0,0.018954,0.015795
265,2285.401825469001,2947.8753418928204,0,0.018912,0.015760000000000003
266,2402.485387557593,2983.408355979635,0,0.018869999999999998,0.015725
267,2584.493357694909,2886.4537011852835,0,0.018827999999999998,0.01569
268,2439.232046936274,3068.1568857953343,0,0.018785999999999997,0.015655
269,2434.212285871362,3015.094258162057,0,0.018744,0.015620000000000002
270,2461.247238742898,3075.974580816383,0,0.018701999999999996,0.015585
271,2483.598976943989,3092.2686102338293,0,0.01866,0.015550000000000001
272,2596.789323335744,3310.664282604695,0,0.018618,0.015515000000000001
273,2536.6870767566675,3184.2946095874586,0,0.018576,0.01548
274,2612.262494469142,3186.155428357082,0,0.018534,0.015445
275,2622.4407564920552,3384.980903387037,0,0.018492,0.015410000000000002
276,2560.6449165636004,3448.930994073419,0,0.018449999999999998,0.015375
277,2734.3153274766873,3760.3869075114303,0,0.018407999999999997,0.01534
278,2832.061037443894,4965.329200059546,1,0.018365999999999997,0.015305
279,2878.349008200161,5254.845992657005,4,0.018324,0.01527
280,3622.256257468969,5150.694567299925,20,0.018281999999999996,0.015234999999999999
281,4534.649351275631,5307.18499035086,47,0.01824,0.0152
282,4460.34271675024,5333.558351292246,44,0.018198,0.015165000000000001
283,4579.914162113413,5304.378450469971,41,0.018156000000000002,0.015130000000000003
284,4507.008290655018,5308.797520558307,40,0.018114,0.015095000000000004
285,4307.921997775509,5291.312709240898,38,0.018072,0.015060000000000002
286,4463.934487276342,5261.884771371584,41,0.018029999999999997,0.015025
287,4292.228158653052,5270.241520422297,38,0.017988000000000004,0.014990000000000003
288,4710.617399559709,5290.074302515372,51,0.017946,0.014955000000000003
289,4881.511153483192,5341.521707139597,50,0.017904,0.014920000000000001
290,4931.806800403727,5282.793754432419,53,0.017862,0.014885000000000002
291,4957.001620972242,5310.062571793752,55,0.017820000000000003,0.014850000000000002
292,4812.617675286256,5332.554790219248,47,0.017778,0.014815000000000002
293,4773.1771210629,5328.794932835851,43,0.017736000000000002,0.014780000000000001
294,4819.354870132665,5321.232271990363,43,0.017694,0.014745000000000003
295,5004.231535538058,5331.981891728893,52,0.017652,0.01471
296,4787.017007949686,5322.974490917084,41,0.017609999999999997,0.014675
297,5008.7072654727845,5334.559496292719,55,0.017568000000000004,0.014640000000000004
298,5062.914897350704,5314.137238074589,56,0.017526,0.014605000000000002
299,4953.070810290665,5333.880973539858,51,0.017484,0.01457
300,5001.258019326715,5317.941662084584,51,0.017442,0.014535000000000001
301,4836.4059352043205,5334.783901446167,43,0.017400000000000002,0.014500000000000002
302,4993.2349195700945,5332.3143470397345,52,0.017358,0.014465
303,4840.788777317244,5339.982924623949,43,0.017316,0.014430000000000002
304,5023.429029198489,5336.493058085772,52,0.017274,0.014395000000000003
305,4913.094169121475,5340.13055092708,49,0.017232,0.014360000000000001
306,4942.807346499281,5332.154234252875,47,0.017189999999999997,0.014325
307,4992.466252704233,5337.076052731951,49,0.017148000000000004,0.014290000000000004
308,5013.912301565559,5344.247217903079,51,0.017106,0.014255000000000002
309,4988.6358634368735,5343.222605863298,48,0.017064,0.01422
310,4919.411824152914,5348.939031583549,45,0.017022,0.014185000000000001
311,4880.976868788133,5333.970497014445,44,0.016980000000000002,0.014150000000000003
312,5036.92185522418,5334.534878893517,54,0.016937999999999998,0.014115
313,5110.9574152422665,5349.772698396751,56,0.016896,0.014080000000000002
314,4961.2057212106665,5352.417517093411,48,0.016854,0.014045000000000002
315,4883.310244564458,5335.816804744025,45,0.016812,0.014010000000000002
316,5045.058868140496,5333.58145713169,52,0.01677,0.013975000000000001
317,4881.889985884327,5331.689302951992,44,0.016728000000000003,0.013940000000000003
318,5005.260865341399,5344.57143490744,52,0.016686,0.013905
319,5019.198607664404,5327.906755822814,53,0.016644,0.01387
320,4947.0563288966505,5332.447914278332,47,0.016602,0.013835
321,4927.641981231964,5334.794130688784,48,0.016560000000000002,0.013800000000000002
322,4966.0704595549805,5346.796347984469,49,0.016517999999999998,0.013765
323,4918.13157559342,5344.21539573176,46,0.016476,0.013730000000000001
324,5022.446898815476,5342.3379121143225,53,0.016434,0.013695000000000002
325,4974.988535178517,5334.838927066971,50,0.016392,0.01366
326,4924.1840788718155,5342.662802702786,46,0.01635,0.013625000000000002
327,5042.206628019789,5333.4472495020345,53,0.016308000000000003,0.013590000000000003
328,4970.712877715443,5334.5494779422825,48,0.016266,0.013555000000000001
329,4856.514135813094,5342.945483119561,41,0.016224,0.013519999999999999
330,5102.009544600653,5345.199415829575,56,0.016182,0.013485
331,4945.688354224987,5325.836789676998,46,0.01614,0.013450000000000002
332,5080.632172960504,5314.36995741041,56,0.016097999999999998,0.013415
333,5023.833878186323,5339.157509044339,51,0.016056,0.013380000000000001
334,5100.803393767169,5353.646030838684,55,0.016014,0.013345000000000003
335,4982.749275390308,5342.610142196343,48,0.015972,0.01331
336,5148.182374298421,5363.743843544295,58,0.01593,0.013275000000000002
337,4970.1103980154385,5341.143080684173,46,0.015888000000000003,0.013240000000000002
338,5028.236985659263,5352.383374097361,49,0.015846,0.013205000000000001
339,4912.906976025288,5328.294579242241,44,0.015804,0.01317
340,5071.264379633138,5347.906535089664,52,0.015761999999999998,0.013135
341,4984.2478509013035,5346.609132217628,48,0.01572,0.0131
342,5053.033260719513,5350.704361759187,54,0.015677999999999997,0.013065
343,5042.967017117127,5343.016989447663,55,0.015636,0.01303
344,5196.469078359707,5336.800034452401,61,0.015594,0.012995000000000001
345,4973.979031614001,5346.346482952875,46,0.015552000000000002,0.012960000000000003
346,4975.354220791901,5351.280030863416,49,0.015510000000000003,0.012925000000000004
347,4870.046706809454,5351.443002103634,39,0.015468,0.012890000000000002
348,4928.779133300345,5353.190176516965,43,0.015425999999999999,0.012855
349,4874.117584572534,5352.391860836023,48,0.015384000000000004,0.012820000000000005
350,5054.609386691466,5357.352935581523,51,0.015342000000000001,0.012785000000000003
351,4989.165010132795,5355.646408860208,47,0.0153,0.012750000000000001
352,5071.491788848854,5354.134019851621,55,0.015258,0.012715000000000002
353,4867.500665976166,5351.35771845796,39,0.015216000000000002,0.012680000000000004
354,4941.673035841239,5343.829118622518,44,0.015174,0.012645000000000002
355,5066.393850230541,5348.9186127226585,51,0.015132000000000001,0.012610000000000003
356,4950.769734060086,5349.811475835621,44,0.015090000000000003,0.012575000000000003
357,5027.026544768535,5338.485937648508,49,0.015048,0.012540000000000003
358,5079.718785246012,5356.05532995241,54,0.015005999999999999,0.012505
359,5075.634613906987,5347.838826666332,53,0.014964,0.012470000000000002
360,4996.341587042567,5355.075516057055,48,0.014922000000000001,0.012435000000000002
361,5191.112719788262,5354.359210159629,60,0.014879999999999999,0.012400000000000001
362,5033.62046431344,5344.026983706324,50,0.014838,0.012365000000000001
363,5094.213307171894,5355.19674646347,53,0.014796000000000002,0.012330000000000002
364,5082.035121616247,5354.332744632671,53,0.014754,0.012295
365,5053.282444286768,5354.138800817286,54,0.014712000000000001,0.012260000000000002
366,5144.870265180403,5357.286082853435,56,0.014669999999999999,0.012225
367,5070.589654281635,5360.439021357936,52,0.014628,0.012190000000000001
368,5085.789281005345,5350.915441693642,53,0.014586000000000002,0.012155000000000003
369,5080.845158625251,5359.851457141677,53,0.014544,0.01212
370,5120.5502802950305,5346.013128408992,55,0.014502000000000001,0.012085000000000002
371,5088.046842653845,5365.2045240742755,53,0.014459999999999999,0.01205
372,5134.845145799301,5358.173979586076,55,0.014418,0.012015000000000001
373,5095.477589116906,5355.289726743062,53,0.014376000000000002,0.011980000000000003
374,5066.09240169825,5355.39031404482,51,0.014334,0.011945
375,5091.441834280797,5360.782081324128,53,0.014292000000000001,0.011910000000000002
376,5045.123576668805,5354.141555295637,50,0.014250000000000002,0.011875000000000004
377,5063.041031840747,5349.082754951425,51,0.014208,0.011840000000000002
378,4984.770121818134,5353.911633643135,46,0.014166000000000002,0.011805000000000003
379,5085.552071235371,5369.677308246111,52,0.014124,0.011770000000000001
380,5055.073491505069,5357.9017938527795,51,0.014082,0.011735000000000002
381,5119.605494335663,5362.852768772536,55,0.014040000000000002,0.011700000000000002
382,5042.722445290872,5357.754888213922,50,0.013998,0.011665000000000002
383,5030.283926619082,5355.166659601264,49,0.013956000000000001,0.011630000000000001
384,5085.622056613993,5349.885413623254,52,0.013914,0.011595000000000001
385,5064.404728304032,5357.290904041249,51,0.013872,0.01156
386,5165.53378409098,5356.471984751643,58,0.013830000000000002,0.011525000000000002
387,5180.191520782641,5357.11912143537,59,0.013788,0.01149
388,5172.998045782266,5353.818891712078,57,0.013746000000000001,0.011455000000000002
389,5066.028107357255,5350.754040420228,51,0.013704,0.01142
390,5092.634410133305,5359.040342836238,52,0.013662,0.011385000000000001
391,5043.108827409051,5353.737325521008,49,0.013620000000000002,0.011350000000000002
392,5042.646529261601,5363.754735137063,49,0.013578,0.011315
393,5136.041598844795,5371.1812732916715,56,0.013536000000000001,0.011280000000000002
394,5130.614341468516,5369.167740907149,55,0.013493999999999999,0.011245
395,5157.290576942699,5351.856132320341,57,0.013452,0.011210000000000001
396,5125.616243588277,5364.785336212241,55,0.013410000000000002,0.011175000000000003
397,5126.7575842607785,5357.767920807345,59,0.013368,0.01114
398,5126.083218073321,5365.266081909676,55,0.013326000000000001,0.011105000000000002
399,5132.808354778037,5354.417216814254,55,0.013283999999999999,0.01107
400,5100.196542965644,5364.527794368011,53,0.013242,0.011035000000000001
401,5152.632819880011,5354.5062185923525,56,0.013200000000000002,0.011000000000000003
402,5138.972545894312,5348.733193150207,55,0.013158,0.010965
403,5174.646290027026,5343.359985225528,58,0.013116000000000001,0.010930000000000002
404,5212.748699572179,5364.7861709009585,60,0.013073999999999999,0.010895
405,5137.071107472622,5356.437519162144,55,0.013032,0.010860000000000002
