episode,reward,loss
1,1734.2027777777787,0.2487872987985611
2,-429.7647222222187,0.3016785681247711
3,-39.624999999999076,0.40735894441604614
4,322.4802777777782,0.5086238384246826
5,820.67861111111,0.5863434076309204
6,304.84027777777817,0.6269993782043457
7,521.846666666667,0.6233775019645691
8,496.52166666666665,0.6104686856269836
9,348.52055555555535,0.6048594117164612
10,244.58472222222238,0.5706455111503601
11,241.8602777777779,0.5126645565032959
12,245.21805555555562,0.5083369016647339
13,254.55749999999998,0.526004433631897
14,256.95111111111123,0.5470660924911499
15,245.0197222222225,0.46751028299331665
16,228.52999999999994,0.40475839376449585
17,262.8466666666666,0.44463911652565
18,262.9108333333335,0.38189101219177246
19,266.2947222222217,0.42751243710517883
20,203.00527777777788,0.3292461633682251
21,255.8655555555556,0.3750019371509552
22,218.02861111111113,0.42069199681282043
23,364.9477777777785,0.32035648822784424
24,227.80916666666673,0.3471817970275879
25,282.4188888888892,0.3435870110988617
26,338.7399999999991,0.3888210654258728
27,215.44638888888892,0.3548794686794281
28,440.8469444444445,0.42609018087387085
29,214.2058333333332,0.361357718706131
30,271.881111111111,0.3844413161277771
31,299.7102777777775,0.5138875842094421
32,283.29694444444465,0.2673717737197876
33,249.41416666666666,0.21083316206932068
34,342.02666666666664,0.25190287828445435
35,332.3261111111115,0.21395757794380188
36,234.3599999999999,0.09048668295145035
37,314.43583333333305,0.22792217135429382
38,347.31416666666667,0.47873929142951965
39,326.7305555555556,0.13073685765266418
40,235.99499999999995,0.03635890409350395
41,254.9041666666668,0.19242173433303833
42,304.0141666666666,0.0046422164887189865
43,321.3019444444441,0.1798095554113388
44,385.4311111111116,0.588884711265564
45,343.4905555555557,0.0786939188838005
46,346.8852777777783,0.30728352069854736
47,303.20722222222247,-0.21067945659160614
48,218.99027777777786,-0.39802807569503784
49,243.6522222222223,0.07681512087583542
50,265.4625,0.0985286682844162
51,237.59388888888893,-0.1077977642416954
52,272.97805555555567,-0.14912837743759155
53,292.0005555555554,-0.028542179614305496
54,210.17805555555572,-0.0021782899275422096
55,184.7994444444445,0.322994589805603
56,301.95694444444445,0.33471930027008057
57,183.36861111111116,0.06151451915502548
58,237.22777777777787,0.046442773193120956
59,287.04000000000013,-0.19324332475662231
60,230.8977777777778,-0.009790739044547081
61,200.7583333333335,-0.10237311571836472
62,303.749722222222,-0.5030494928359985
63,265.71000000000026,-0.42825645208358765
64,227.70333333333352,-0.26387667655944824
65,309.95083333333304,-0.18797579407691956
66,369.4461111111106,0.22865353524684906
67,188.4102777777777,0.3791622519493103
68,213.96777777777794,0.4887186884880066
69,412.24999999999955,0.5617573261260986
