episode,reward,loss,lap
1,1402.953463092639,0.8209534287452698,0
2,1418.4044581066798,0.6674752831459045,0
3,1363.1272727633384,0.5420726537704468,0
4,1378.676188306149,0.42790088057518005,0
5,1386.0498272602033,0.3554185926914215,0
6,2732.6346647569917,0.31435853242874146,0
7,1391.8100817838592,0.31248921155929565,0
8,1385.7083909708224,0.3429494798183441,0
9,1414.9431677455923,0.3723304867744446,0
10,1419.6358289952855,0.4089679718017578,0
11,2663.409778925897,0.45538783073425293,0
12,1375.801627741502,0.488412469625473,0
13,1406.0151483523266,0.5112029314041138,0
14,1399.4631855957048,0.5245522260665894,0
15,1392.3726924477942,0.5430657863616943,0
16,1382.0483996906437,0.5615885257720947,0
17,1399.18937893243,0.5338707566261292,0
18,1368.6065420342986,0.5332239270210266,0
19,1427.5984981826714,0.4886332154273987,0
20,1420.5765783083634,0.46689116954803467,0
21,1372.063648365238,0.46939632296562195,0
22,1358.805414127841,0.4628015160560608,0
23,1364.157920468457,0.4511941075325012,0
24,1352.5617425455482,0.43949753046035767,0
25,1399.2730469836647,0.42246031761169434,0
26,2207.104871270589,0.44826290011405945,0
27,2069.907028049072,0.510413408279419,0
28,1843.8665529804537,0.4346100986003876,0
29,2530.5027156393226,0.49374908208847046,0
30,1791.4369439777543,0.4522588849067688,0
31,4064.7220907717665,0.3929939568042755,0
32,1923.5659591837887,0.4960311949253082,0
33,2405.800509342569,0.47003453969955444,0
34,2574.0889932385335,0.5431786775588989,0
35,-3205.7808542626426,0.5911156535148621,0
36,1649.669965285248,0.5663731098175049,0
37,1674.0416263062248,0.20107325911521912,0
38,-1943.3855958310305,0.5276804566383362,0
39,-2186.725942389972,0.43553289771080017,0
40,-3835.639835402025,0.4239146411418915,0
41,-3691.293625220396,0.38153544068336487,0
42,-4270.877371321557,0.6809228658676147,0
43,-3709.493019799953,0.041002802550792694,0
44,-5895.451221036175,0.5774664282798767,0
45,-3559.0640773299087,-0.316924124956131,0
46,-4522.250069980085,0.29575806856155396,0
47,-10117.97220785912,0.32578185200691223,0
48,-3563.223056148975,-0.021140366792678833,0
49,-4443.459797148678,0.9049307107925415,0
50,-3655.7979303897505,-0.5799291133880615,0
51,-3993.8231273425317,0.3960818946361542,0
52,-4326.3532144928695,-0.07658790051937103,0
53,-3377.8934090809234,-0.2374972552061081,0
54,-7760.0958906750675,0.3204590380191803,0
55,-3611.413080887645,-0.027103496715426445,0
56,-4459.940136085568,-0.10172035545110703,0
57,-4560.177612954518,0.6705504059791565,0
58,-4004.4374733445497,0.29362449049949646,0
59,-4157.141278512418,-0.13806627690792084,0
60,-3973.0211044891485,-0.3682970404624939,0
61,-4322.738791576905,1.0257434844970703,0
62,-3460.8600426429366,0.02332860790193081,0
63,-4593.5857908711605,0.8910866379737854,0
64,-5556.658475720408,1.3990646600723267,0
65,-8334.353756197861,0.07785232365131378,0
66,-4003.9581061088566,0.38583311438560486,0
67,-4117.971790555675,-0.2273717075586319,0
68,-4644.870626697192,0.3640628755092621,0
69,-3784.576019327335,-0.8716166019439697,0
70,-4085.5424660666968,-0.49818360805511475,0
71,-8524.510917201223,0.463798850774765,0
72,-4426.956501534438,0.9223277568817139,0
73,-4584.112267279468,0.5709618330001831,0
74,-4397.051637315286,0.7099761962890625,0
75,-4001.31179623879,0.01038343645632267,0
76,-4412.224378809269,0.00616404227912426,0
77,-7739.189631913789,0.24141789972782135,0
78,-9216.862529068376,0.33274081349372864,0
79,-5381.117344124887,-0.7572112083435059,0
80,-4035.482281218249,-0.7546079754829407,0
81,-3773.8774214375035,-0.4926200807094574,0
82,-3824.5577366723196,0.25119322538375854,0
83,-3716.196996821156,-0.8168551325798035,0
84,-4189.463487453338,0.22654032707214355,0
85,-4593.821217238181,0.6168384552001953,0
86,-4493.725035887203,0.3973444402217865,0
87,-6538.9422635551455,0.40061768889427185,0
88,-4508.485054344284,0.6972871422767639,0
89,-4323.040846356652,0.436331570148468,0
90,-4312.752362038407,-0.393951952457428,0
91,-8604.636948908163,0.17345628142356873,0
92,-2598.3436091099275,-1.010938286781311,0
93,-2998.021112092571,-0.23511558771133423,0
94,-3815.447374244657,-0.3446100056171417,0
95,-8673.3936462598,0.4633714556694031,0
96,-3808.1194818824115,0.6698978543281555,0
97,-4163.8982015784595,-0.03765299171209335,0
98,-4105.506427888662,-0.4101940095424652,0
99,-4405.916774641405,0.0995602235198021,0
100,-3782.777628596109,0.8804184198379517,0
101,-3685.3326964083208,-0.09011882543563843,0
102,-4051.549936838914,0.09725971519947052,0
103,-7146.119239023722,0.5003966093063354,0
104,-4190.069144646981,0.5932562351226807,0
105,1678.3832795488022,0.14575442671775818,0
106,-2314.0845831987685,0.8870548605918884,0
107,-5700.248973808772,0.46685683727264404,0
108,-4105.144929434312,-0.4821697473526001,0
109,-3379.4755732126487,0.08983857929706573,0
110,-2054.4895540629304,0.0975465252995491,0
111,-3639.843916686954,-0.039293207228183746,0
112,-746.8440046252947,-0.7623652815818787,0
113,1661.597719212377,-0.7832916378974915,0
114,-2560.9900192450805,0.4830654263496399,0
115,2359.4230840164414,-0.5567121505737305,0
116,1173.8651645285004,0.18746761977672577,0
117,-2089.024295147818,1.1737518310546875,0
118,2422.74532194114,0.5115240216255188,0
119,1744.546315405351,0.5275958776473999,0
120,-5103.25258669418,0.4939118027687073,0
121,-3276.241055066469,0.20537537336349487,0
122,-511.3216788120567,0.35371118783950806,0
123,2217.4308382206855,-0.06142052635550499,0
124,-6438.234409565944,1.1166326999664307,0
125,2203.558681439095,-0.02898043394088745,0
126,192.76795215782067,-0.2670959234237671,0
127,-7528.751855644611,0.47350573539733887,0
128,-3219.1090039264936,-0.27179086208343506,0
129,-5538.28713414327,0.283944696187973,0
130,2433.5768526084444,-0.22943349182605743,0
131,-3973.074488756469,0.9508157968521118,0
132,1441.651607558925,0.6777389645576477,0
133,1716.0948179700706,-0.5990641713142395,0
134,-6658.583177769805,2.4480397701263428,0
135,-1100.0308631146427,0.5472177267074585,0
136,-3083.851028503127,-0.3561611771583557,0
137,-3911.7108800775004,1.092710018157959,0
138,-2157.662992756475,-0.27092599868774414,0
139,2723.295518562378,-0.4894047677516937,0
140,-3744.5153092595783,0.9975795149803162,0
141,1422.6376446791971,0.8112203478813171,0
142,1697.6199289837787,0.1505413055419922,0
143,-7674.861170402208,0.3402397334575653,0
144,-3130.9906548275176,0.9624511003494263,0
145,-5223.424654743401,1.0990309715270996,0
146,1637.1414415308907,0.4633692502975464,0
147,-4920.8350092499595,1.3148852586746216,0
148,-6139.030391773974,2.4758224487304688,0
149,-3871.8951166216475,0.49425044655799866,0
150,-3605.440694793597,0.405514121055603,0
151,-733.9546425863637,0.8097967505455017,0
152,-3515.402844700773,-0.6538207530975342,0
153,-4497.234441943917,-0.34873059391975403,0
154,1327.8955662719472,-0.22428525984287262,0
155,-4604.031171390085,1.5003219842910767,0
156,-4332.89517252676,-0.7113555669784546,0
157,-4009.2284514871517,0.8839490413665771,0
158,915.7158223234318,0.40677765011787415,0
159,-4289.218442810858,0.293410986661911,0
160,-10702.062527769554,1.0885772705078125,0
161,-263.67410984288114,-0.019276317209005356,0
162,-74.64326467591589,-0.08653461188077927,0
163,-445.41132273682985,-0.03794131428003311,0
164,-4036.9620201833836,-0.5574910044670105,0
165,2202.322707453074,-0.5865506529808044,0
166,-3682.6140301277,-0.3975107669830322,0
167,1246.2428345097185,0.7164225578308105,0
168,1321.8890920576396,-0.627162754535675,0
169,-3933.947952111994,-0.050604961812496185,0
170,-4890.229157636241,0.31332656741142273,0
171,1931.750467713482,-0.17519234120845795,0
172,1950.2277995932825,0.2864166796207428,0
173,1295.8464555473352,0.21732670068740845,0
174,-1443.5029013687533,1.0987311601638794,0
